,age,comment,likes/views,link,promo,user
807,APRIL 9,"Catch me on MasterChef Jr tonight at 8pm PST on Fox- it’s gonna be sweet! Also, pictured above is the pasta I made for last pasta Sunday: veggie stir-fry with homemade udon noodles! UDON even know how much noodles mean to me! 😋 #puns #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce #udon #freshpasta #delish",316 likes,/BwDntg5hXDC/,1,juniorchefsadie
808,APRIL 7,It is such an absolute dream to have my very own article in the Seattle Times (@seattletimes) I am so honored to be able to represent the beautiful city I am proud to call my home! So thankful and hapPEA! 😋 #puns #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce,408 likes,/Bv-RTQuBrPc/,0,juniorchefsadie
809,APRIL 6,"Some only dream of cake, some BAKE it happen! I will on an all-new episode of MasterChef Jr on Tuesday at 8pm PST! It’ll be so fun(fetti)! 😋 #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce #cupcakes #baking #chocolate",309 likes,/Bv7xKuZBD9B/,1,juniorchefsadie
810,APRIL 2,"Sneak-peek into tonight’s episode of MasterChef Jr at 8pm PST! I can’t wait, it’s BAKING me crazy! 😋 #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce",305 likes,/BvxaceHHlHj/,1,juniorchefsadie
811,MARCH 31,"Wow! Thanks so much to Heavy for featuring me in one of their articles, I will put the link to this article in my bio! Also, make sure to tune in to the next episode of MasterChef Jr on Tuesday at 8pm PST! I YAM so thankful for this! Yay top 16! 😋 #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce",270 likes,/BvsRGYehTkp/,1,juniorchefsadie
812,MARCH 26,"Hook, line and SINK into an all new episode of MasterChef Jr. at 8pm PST on Fox! Today, since we’re having a fish challenge I made a slow baked black cod with homemade smoked salt, jasmine sushi rice and purple cabbage! SoFISHticated!!! 😋 #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce #seafood #underthesea",283 likes,/BvfugmBH2DL/,1,juniorchefsadie
813,MARCH 24,"Who’s ready for another action-packed episode of MasterChef Jr! We’ll be cooking up some under-the-sea fun! Right now I’m kinda out of fish puns, if you have any, let MINNOW! 😋 #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce #seafood #underthesea",672,/BvZh0BEhf6T/,1,juniorchefsadie
814,MARCH 20,"Thank you so so so much to @kid_cook_lover for making this incredible edit of me! You are so good at what you do and I am so thankful for your support, I DONUT know what I’d do without it!!! 😋 #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce #edits #thankful",350 likes,/BvQSuUFBizX/,0,juniorchefsadie
815,MARCH 20,"(I got logged out of IG so this post is a bit late!) What do you get when you combine a Pie, for pie day and St. Patty’s day? Easy, a delicious shamrock pie filled with mint cream and an Oreo crust! This dish was MINT to be!!! 😋 #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce #stpatrickday #pieday",291 likes,/BvO1X0chngT/,0,juniorchefsadie
816,MARCH 13,"Whew! I lived to see another day in the MasterChef Jr. kitchen! To celebrate (also for pasta Sunday) I made girasoli (sun shaped pasta) filled with 3 cheeses and basil topped with a lemon mint pesto! I wanted to make girasoli this time to highlight the sunshine that MasterChef and my fellow contestants have brought into my life! Sun’s out, PUNS out! 😋 #isurvived #representpnw #masterchefjunior #season7 #farmtotable #goodfood #foodie #feministfoodie #teamsadie #sadieeatsseattle #feminist #cheffin #kidscancook #girlscancook #littlebutfierce #baconchiveparmesaneggcups #lobstertowersalad",257 likes,/Bu82W1nnqEi/,1,juniorchefsadie
817,3 DAYS AGO,"Summer time cold chawan mushi kinda weather ☀️ Anago
Maitake
Ikura
Peas
Gin-An

#Summertimeclassics",270 likes,/ByrDn7WA-9y/,1,chefshota
818,JUNE 6,"June 20th I have the opportunity to cook with some amazing chefs with @nokidhungry !

@chef_derek83
@seaurchinqueen
@patrickqryan
@thebeastgodforgot 🔥🔥🔥 #NoKidHungry #ChefCollab",343 likes,/ByYruOPgBse/,0,chefshota
819,JUNE 5,Had the opportunity to host an industry dinner with @corfini_gourmet @westlandwhiskey 🥃🔥 Thanks to @caviarman_g got full off caviar for the first time ✌️ #GoodFoodGoodPeople #CaviaredOut #Meatfordays,270 likes,/ByV0SM2gyid/,0,chefshota
820,MAY 25,"Happy memorial weekend from the fam @adanaseattle 🍻
#TokiTime #Cheers",305 likes,/Bx5SvpbAq7Z/,0,chefshota
821,MAY 12,"Happy Mother’s Day!
Come swing by @adanaseattle for some delicious bites😁 -scallop
-Shiso dashi
-Shiso oil
-pickled apples
-caviar
#MothersDayMenu",207 likes,/BxX-94AngmI/,1,chefshota
822,MAY 11,"Had a blast cooking and hanging out @_farestart 🔥
Third year in a row with @littleumami @paulo.smendoza @seaurchinqueen
#Farestart #Cheffin",405 likes,/BxVTrIHH56p/,0,chefshota
823,MAY 4,"Got some first of the season morels with some fun guys :)
#SeeWhatIDidThere?",303 likes,/BxDtoYtnj8-/,0,chefshota
824,APRIL 29,"Cool little market in Lagos, Nigeria 🇳🇬 #gtbankfooddrink2019",338 likes,/Bw1nT7vHGf7/,0,chefshota
825,APRIL 23,"Work hard, learn hard, play hard
#TeamAdana
#SaveFoodCostMondays #Truffles",283 likes,/BwnfapIH0Pu/,0,chefshota
826,APRIL 19,"Excited to be doing a cooking demo in Lagos on April 28th with @gtbank
If your in the area swing by ✌️
#OrFlyOver",480,/BwcfPOlnX95/,1,chefshota
827,APRIL 12,"May 9th @_farestart
One of my favorite events I do every year and I’ll be sharing this night in the kitchen with @seaurchinqueen and @littleumami 😁

Come by and show some love!

#Farestart",373 likes,/BwLFCmUHfDa/,1,chefshota
828,APRIL 11,"Got to hang out with @stellafindstruffles @tvsjordansteele in the woods foraging for truffles and nettles and cooking it right in the woods 🌳
Who wants to go camping and make some snaxxs✌️ For the whole video
https://www.king5.com/mobile/video/news/local/pride-of-pnw-truffle-hunting/281-650068a0-7353-41ea-b0d7-86e544d3d725?jwsource=cl
#Pnw #King5 #Truffle",729,/BwH7TdLHaih/,0,chefshota
829,APRIL 4,"Nettle tempura
#KeepItSimple #Tempura #Nettles",371 likes,/Bv2IUrBH_-D/,0,chefshota
830,APRIL 3,Foraging and cooking in the woods with @stellafindstruffles @tvsjordansteele @king5seattle 👨‍🍳⚔️🍄 #Truffle #TruffuleHunt #Forage #Pnw,369 likes,/Bvzmz2CnHwH/,1,chefshota
831,APRIL 1,"Fun weekend @taste.washington demoing and cooking 串カツ(Kushi-Katsu)！ 串 = Kushi = Skewer
カツ = Katsu = Breaded and Fried

#ConveyJapan #WeCanKatsuDat",253 likes,/BvuMTmkHO9Y/,0,chefshota
832,MARCH 24,"7course / raw platter
@adanaseattle
#Spring",363 likes,/BvaPeFRHB99/,0,chefshota
833,MARCH 17,"Thanks for letting me come hang out!
New space looks beautiful, can’t wait to check it out!
@stephanieizard",514 likes,/BvINLh0HZvS/,1,chefshota
834,MARCH 12,#Shopping,170 likes,/Bu67bE6nuui/,0,chefshota
835,MARCH 11,"Japan you’ve been way too real.. can’t wait till summer to see the little one again😁

Till then I’ll be working like there’s no tomorrow✌️ #CantWait #MuchNeededTime",217 likes,/Bu5hXH5HFjE/,0,chefshota
836,MARCH 8,"-Sakamoto-
I am honored to have been part of your 35 year journey as a chef in Kitashinchi, Osaka.
Congratulations for holding your star for over ten years, the relationships you’ve created with guests, vendors, etc. but most importantly to all the chefs you’ve created.
My favorite conversation is when you told me about your philosophy on dreams and goals. “Only 1% of dreams come true, so why not dream and work towards a million goals so you always have a purpose.” To the next chapter.. 35年間お疲れ様です！
#ClosingTheCurtains #Finale #ChefaChefsChef #DreamBig #GetIt #ConveyJapan",309 likes,/Bux1SurHyTN/,0,chefshota
837,FEBRUARY 27,"Nominated for james beard semi finalist for rising star😁 Super proud of the team I work with everyday to make this all happen and congrats to all the nominees!
#TeamAdana #JamesBeard #GetIt #🔥🔥🔥",867 likes,/BuZGmebH_nT/,0,chefshota
838,FEBRUARY 16,"Cured Egg yolk katsu with caviar..
Might be on the 7 course this weekend..
#WeCanKatsuDat",240 likes,/Bt9WwifHkVt/,0,chefshota
839,FEBRUARY 13,"Got rocked during the snowy weekend, now ready for valentines week and introducing the February menu from our team😁

A little kushi katsu tease Adana style on our menu for this month! -Beets/honey soy milk/puffed rice/hibiscus -lotus root and Beechers cheese curd tempura with ume aiolo -octopus kushi katsu -pork belly/parsnip/pomegranate molasses -black cod with melted leeks -braised daikon and chicken -pure country pork -wild char -pure country beef

#Adanaseattle #ConveyJapan #Ooomami",264 likes,/Bt1xNaRHdKd/,1,chefshota
840,FEBRUARY 8,"@adanaseattle up in the lounge we’ll be having a snowday special with movies, snacks and cheap booze ❄️ Come have a snowball fight with us on 15th and pine 😁",169 likes,/Bto1-0mnQYd/,1,chefshota
841,JANUARY 31,"Was cool playing with some live scallops ⚔️🔥🤤
Diced scallop
Pickled apples
Cured egg
Bottarga
Scallop liver miso paste
Mushroom bark
Tosaka seaweed
Ni-hai vinegar

Collab between all the random R&D’s from everyone @adanaseattle
@kalenschramke @garrisonhernandez @paulo.smendoza @deeeeezle

#AdanaSeattle",203 likes,/BtUIC45HFkp/,1,chefshota
842,4 DAYS AGO,"One of the opening courses for the @elizabethrestaurant_and_co residency this July.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
A whipped emulsion of clam and burnt bread. Chilled volute of sorrel and peppered cress will be poured table-side. As always questions and comments welcomed below.👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",928 likes,/ByqUQWkBtNB/,1,jennertomaska
843,6 DAYS AGO,"A dish inspired by a meal last year at Blue Hill NYC (@chefdanbarber ), it was composed of aromatic herbs wrapped around seasonal vegetables.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Above: Romano beans will be dressed in charred hop shoots and beef tallow then encased in large cascade hop leaves and grilled. Presented and unwrapped table-side, dressed in beef grarum and beer reduction. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",712 likes,/Byk7rXWhQd1/,1,jennertomaska
844,JUNE 3,Had a blast cooking with such a talented group of chefs last month. #chefsfeedindieweek @chefsfeed. Thanks to @mastercard for hosting us @fultonmarketkitchen !,329 likes,/ByQNjYGBs-D/,1,jennertomaska
845,MAY 28,"Sunflower “flour” crepe, corn, gooseberry, lardo. 🌻🌽🐖
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Work in progress for @elizabethrestaurant_and_co residency this summer. Tickets available now, check link in bio.
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
Questions comment welcome below. 👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",763 likes,/ByA44COBpZi/,1,jennertomaska
846,MAY 27,"Magic 🔮 mushrooms.🍄
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Artichoke barigoule, porcini tartlet, salted carrots.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Questions comment welcome below. 👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,257 likes",/Bx-g2VqhMCB/,1,jennertomaska
847,MAY 26,"Spring vegetable “chartreuse” for last weeks @chefsfeed indie week. Shout out to @therealtsarnicoulai for the caviar.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
.
.
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,402 likes",/Bx7_fmahrsv/,0,jennertomaska
848,MAY 23,"First iteration of Aubergine “Mont Blanc” for my residency @elizabethrestaurant_and_co. Egg plant steamed in horseradish then roasted in a chestnut miso. Currently not pictured and in progress Japanese sweet potato snow cap “noodles”. 🍠🍌
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Questions comments welcome below:👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",941 likes,/Bx0CcczBnDE/,1,jennertomaska
849,MAY 16,"One of my favorite bites. Cured and hott smoked sturgeon, horseradish crema, radish, and nastirum. If you’re going to eat potato chips they have to be gaufrettes. What are some of your favorite classic flavor pairings?

Questions and comments welcomed below! 👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",675 likes,/BxiOQlKhkHF/,1,jennertomaska
850,MAY 9,"Shotgun shell croustillant, lightly marinated madai, cucumber. (Private event @vancleefarpels)
Questions and comments welcomed below! 👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcoo",807 likes,/BxQMxxjBPJd/,1,jennertomaska
851,APRIL 29,"Super pumped for my residency @elizabethrestaurant_and_co this summer. Last week Chef and I ironed out the details and began planning; I’m beyond humbled and grateful for the trust and opportunity. For tickets to “Ugly Fruits & Vegetables” click the link in bio. 🍉🍓🥬🍅 ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
.
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,225 likes",/Bw2snLeBSQD/,1,jennertomaska
852,APRIL 28,"🐄⚫️🌱 Perfect Summer Lunch: A5, summer truffle, and charred ramps.

Questions and comments welcomed below! 👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,246 likes",/Bw0F-t0BWoP/,0,jennertomaska
853,APRIL 26,"First signs of spring produce and they’re calling for snow this weekend in Chicago. 😂🤷🏼‍♂️
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Fraises dos bois, young pea tendrils, sheep sorrel, apricot vinegar from last year. Questions and comments welcomed below! 👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",491 likes,/BwueWJih3OE/,0,jennertomaska
854,APRIL 24,"Madai marinated in kumquat oil, other early spring flavors of cucumber, hearts of palm, coriander and Haitian mango. Questions and comments welcomed below! 👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,258 likes",/BwpdsBohAXO/,0,jennertomaska
855,APRIL 23,"“All Parts Sweet Potato”: We decided to use the potatoes in several different applications for last weeks pop-up. Sweet potato bread, an infused ganache, and crispy skins. Additional flavors of coconut and apricot. 🍠🥥💥 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",640 likes,/Bwmw0GLh9cn/,1,jennertomaska
856,APRIL 19,"I had some left over salmon that I turned into lox. Easy recipe below, feel free to leave your questions in the comments section! Swipe right for all the photos. 🥯
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Mix all Ingredients. Completely submerge a salmon filet in salt mixture. Strain excess water daily. Cure for 4 days,rinse,and slice.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
500g sugar
500g salt
3ea. lemons zested
1 bunch dill
10g. Fennel seed
10g. Coriander
10g. Black pepper ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",863 likes,/Bwc7umXh7K8/,0,jennertomaska
857,APRIL 17,"Opening course for the @rascalandthorn pop up last weekend. Hearts of palm carries soft fish notes and has some salinity to it which makes it an ideal component for a seafood pairing. We chose king crab, set in a melon aspic with additional flavors of citrus and coriander.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Have questions? Leave them in the comments below.👇🏻🦀🍈 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,269 likes",/BwXrUFUBiYz/,0,jennertomaska
858,APRIL 15,"Final savory course from last nights @rascalandthorn pop-up in Saratoga Springs. @mackbrookfarm was kind enough to show their support, providing us with their beautiful beef from Argyle NY.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Pictured above, local mushroom mole, wild blueberries, truffle jus, ribeye cap vailed by lavender and almond. Have questions? Leave them in the comments below.👇🏻 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,724 likes",/BwTAgBQh8yl/,1,jennertomaska
859,APRIL 10,"Cold soba noodle salad. I love to use ponzu in simple salads as a dressing, add oil accordingly and to taste. @bravo.katrina suggested adding fresh crab and fried ginger to this dish, what would you add to bring it up a notch?
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
45g. Mirin
40g. Rice ving
15g. Soy
10g. Bonito flakes
40g. Sour plum juice
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Bring mirin, vinegar and soy to a boil. Remove from heat and steep bonito for one min. Strain, cool and season with plum juice. Questions always welcome, leave in the comments below. 👇🏻
⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel",600 likes,/BwGQUighttR/,0,jennertomaska
860,APRIL 5,Who would have known we would be cooking side by side again? @bravo.katrina and I couldn’t be more thankful to have you in our lives. @cheferickwilliams . Until the wheels fall off chef. #funemployment #twofingersstraightup,621 likes,/Bv4gBQnhwKs/,0,jennertomaska
861,APRIL 1,"Hushpuppy spiced with creole flavors and filled with green tomato jam. @blisgourmet trout roe, celery relish and branch. @22quartsavage ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,811 likes",/BvuNvRPhF3v/,0,jennertomaska
862,MARCH 28,"Chanterelle Blanquette: This veal stock based sauce is traditionally thickened with roux. We’ve taken a different approach and used chantelle mushroom pulp to thicken the sauce, which made the dish lighter and allowed room for a final meat course on the tasting menu. Have question on technique? Leave them in the comments below. 👇🏻 (@22quartsavage )
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Veal, chantelle blanquette, grilled lettuce, thyme. This dish appeared in the menu of a private dinner last month. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel","1,893 likes",/Bvj0DfDh54x/,0,jennertomaska
863,MARCH 26,"Foie gras au torchon is a technique every cook should take the time to learn. Tempering, cleaning, seasoning, rolling, and poaching are all skills that carry over when cooking in a professional kitchen. Have questions or need some tips? Feel free to message me or leave a comment below. 👇🏻
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Torchon: Sunchoke, pistachio, rhubarb as plated for a private anniversary dinner. (@jillzimorski @22quartsavage)
⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel #foodnetwork","1,112 likes",/Bvep7MTBXaj/,0,jennertomaska
864,MARCH 22,"One of the opening canapés for an anniversary dinner I cooked last week. I was able incorporate some guilty pleasures which the couple thoroughly enjoyed.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Hash browns filled with onion marmalade, and golden Ossetra caviar. @22quartsavage @jillzimorski ⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel #foodnetwork","1,861 likes",/BvUWp7kBlVc/,0,jennertomaska
865,MARCH 15,"Pink sea scallops set in a tumeric gel. The “taco” is served on jicama that’s been lightly brined at 3% for two weeks. Additional flavors of shiso, sea cress, and chili. Questions and comments always welcome, leave a message down below and I’ll do my best to answer them all.👇🏻
⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel #foodnetwork",817 likes,/BvCzey-Bh-e/,0,jennertomaska
866,MARCH 14,"Pictured here are select ingredients we used in a crab dish last night. Can you name them all? Leave your answers below.👇🏻
⠀⠀⠀⠀⠀⠀⠀⠀⠀ .
.
.
.
#chicago #chicagofoodscene #chicagofood #chicagofoodie #finedining #eater #eaterchicago #foodandwine #cook #chef #cooking #cheflife #chefsroll #chefstalk #vsco #vscocam #truecooks #vscofood #chicagofoodmag #EEEEEATS #chicagofoodauthority #bonappetitmag #foodandwine #homecook #frenchcooking #teampixel #googlepixel #foodnetwork",589 likes,/BvARtz3hegR/,0,jennertomaska
867,JUNE 2,"I’m walking on sunshine, woahhh🌞",250 likes,/ByO0ubYlOCL/,0,hailey_bb
868,MAY 13,Popping champagne because I’m changing my last name💍🍾🥂#117daystogo #mstomrs,405 likes,/BxbOpjygHOH/,0,hailey_bb
869,APRIL 28,A Minnie weekend getaway with my favorite Mouseketeer.,362 likes,/Bw0qeR-gf2f/,0,hailey_bb
870,APRIL 27,Flowers are my best buds.,350 likes,/BwyFtkjAKhH/,0,hailey_bb
